58	Gholamali Rahnavard	George Washington University	None	2020-05-01	2021-04-30	RAPID: A novel platform for data integration and deep learning on COVID-19	Biological Sciences - The COVID-19 pandemic, caused by the SARS-CoV-2 virus, has fundamentally changed the world, and yet its ultimate impact is unknown. While China has experienced a slowdown in new cases, infections in the US continue to rise and are threatening to exceed our health care system?s capacity. Tests capacities are limited compared to the need, hospital services are becoming overwhelmed, and critical supplies are in shortage. There is a diversity of efforts currently ongoing to develop both new treatments as well as vaccine strategies to combat COVID-19. Yet, we know from experience, the virus will evolve solutions to both host immune systems and intervention strategies. In order to diminish both the short-term and long-term impacts of COVID-19, it is essential to develop robust, repeatable, and accessible tools to integrate and analyze the diversity of data becoming available in the face of the COVID-19 pandemic. The development of a platform to characterize the dynamic nature of mutations in the virus and testing for associations with clinical variables and biomarkers is an essential broader impact and will help in making informed predictions of health outcomes such as the stage of the severity of the disease and efficacy of treatment. Additionally, this project provides professional development opportunities for early career researchers.<br/><br/>Advances in omics technologies provide a broad and deep range of genotypic and phenotypic data to integrate with clinical phenotypes. Machine learning techniques such as clustering using phylogenetic distance and Deep Neural Networks (DNNs) are suitable techniques to link these DNA level changes to clinical metadata for human disease prediction, diagnosis, and therapeutics. This project develops tools within an open-source platform for documented, repeatable analyses that can be conducted in real-time allowing integration of data from patients with new treatments/vaccines strategies. This deep learning bioinformatics platform will allow the prioritization of genes associated with outcome predictors, including health, therapeutic, and vaccine outcomes, as well as inform improved DNA tests for predicting disease status and severity. The computational tools developed in this study will provide the research community and health professionals with comprehensive and generic approaches for characterizing the dynamics of genotype/phenotype associations in viruses. Such tools allow healthcare professionals and researchers to address specific properties of viruses such as frequency and location of mutations across the viral genome. When added to other clinical and epidemiological data, such information could help pave the way to better treatments or a vaccine. The developed platform will provide a venue for robust, open, repeatable analyses of COVID-19 as more and more data become available.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0 USD
59	VAMSTAR LIMITED	VAMSTAR LIMITED	None	None	2021-04-30	AI-powered COVID-19 supplier risk index and demand planning toolkit	For health systems to better prepare and plan for the months ahead, Vamstar will create a risk-based framework to understand supply chain gaps and the evolving demand at a hospital-level in the UK and EU. The objective of the risk scoring matrix and the Demand-Planning-Toolkit is to focus on the most vulnerable parts of the health systems in Europe and facilitate decision making as quickly as possible. With the supply risk framework, we will be able to predict changes in the overall demand for various essential products and services needed to manage a crisis like COVID-19 and direct the focus of suppliers towards the most needed parts of the care delivery. Combining this with the Demand-Planning-Toolkit, Vamstar will be able to assess which suppliers have fulfilled a current order in the market and make predictions about when they will become fully production-ready to sell again. Additionally, the risk scoring framework and Demand-Planning-Toolkit will help stakeholders in the care delivery chain quickly assess countries that have developed or are developing preventative infrastructure and share the findings. This framework and connected real-time supply chain analytics will ensure that in the future such crises are managed with a more proactive strategy vs a reactive supply chain approach currently prevalent in our health systems. By analysing this dataset through artificial intelligence, we want to understand the Pandemic-Supply-Risk both from a macro (ability) and micro (willingness) levels needed to manage a pandemic like COVID-19\. This toolkit includes necessary items such as face masks but also digital platforms that will aid in patient and population health management across these countries as it undergoes a rapid transformation. Vamstar offers a data science powered platform for predicting and matching public contracts in healthcare and will create an automated "pandemic preparedness toolkit" specifically by using supply chain risk scoring matrix so as to focus on the most vulnerable parts of the health systems affected by the COVID-19 pandemic. It will leverage EU and UK data on public and private tendering, pricing sources and economic annual datasets to do this. Machine learning (ML) and deep learning will be used for tasks such as predicting ongoing list of suppliers with spare capacity, the date of shortages, and prices of key supplies. These predictions and analysis will form part of reports and an autonomous dashboard that will benefit the NHS hospitals and healthcare suppliers.	UK Research and Innovation	Research Grant	49794.0 GBP
60	Dr Raymond Carragher	University of Strathclyde	Inst of Pharmacy and Biomedical Sci	2018-02-14	2021-02-13	Precision Drug Theraputics: Risk Prediction in Pharmacoepidemiology	The project will develop statistical and machine learning algorithms to analyse NHS datasets to build predictive models to support precision therapeutics focusing on the following two areas: 1) Cancer chemotherapy 2) Cardiovascular therapies HDR UK will provide the data repositories for linkage of established patient cohorts to further phenotypic resources. This will provide deeper phenotyping and should allow more precise prediction algorithms to be developed. Advanced statistical modelling (logistic regression, least absolute shrinkage and selection operator (LASSO) regression, Bayesian modelling) and machine learning approaches (neural nets, deep learning algorithms) will be used as part of this approach. The precision and incremental value of additional datasets will be assessed as will automated approaches to optimising algorithms. Existing research in the use of Bayesian hierarchical point-mass models, based around body-systems, to detect safety signals in clinical trials may be extended for use in observational studies. This approach is designed to use the additional information given by the relationships within and between body-systems in a statistical analysis. The outcomes of the project, in this case the prediction models, will be translated into Clinical Decision Support (CDS) tools which will promote learning health systems. User and usability experience data will be captured during CDS design and development. The output will be a prototype intervention suitable for evaluation through the MRC Complex Intervention Framework to support clinicians in making informed choices and highlighting the risks in the different possible prescribing choices.	Medical Research Council	Fellowship	300445.0 GBP
61	Dr Deepti Gurdasani	Queen Mary University of London	William Harvey Research Institute	2019-08-05	2021-03-25	Predictive analytics of integrated genomic and clinical data using machine learning and complex statistical approaches	Although the utility of complex statistical, machine and deep learning (ML and DL) approaches in the context of multi-dimensional data has been clearly demonstrated, these methods have not been widely utilised to improve novel drug discovery and clinical risk prediction. This proposal aims to harness the potential of large-scale integrated genetic and health data to spur innovation, and develop predictive algorithms to improve clinical decision making and patient health. Specifically, this will focus on the development and evaluation of ML and DL frameworks for GWAS, and clinical risk prediction using publicly available large-scale EHR and genomics biodata resources, including UK Biobank, Genomics England and INTERVAL studies. Transcriptomic and functional data will be integrated into these using predictive approaches, where this has not been directly measured. This will be implemented in three stages: 1) assessment of complex time-dependent statistical approaches for modelling of hazard; 2) optimisation and assessment of existing ML and DL approaches for modelling of clinical risk; 3) development of novel approaches, specifically using recurrent neural networks (RNNs) to incorporate temporality and missingness in clinical data, including time varying covariates to accurately model complex hazard functions; the objective of this project will be to develop approaches that appropriately leverage the rich longitudinal and time-dependent data on individuals shown by us and others to substantially improve clinical risk prediction. In addition to risk prediction, this proposal will also focus on improving our understanding of genetic aetiology of disease. In addition to standard GWAS approaches, hybrid ML and GWAS approaches for prioritisation of candidate genes, and genetic variants associated with disease will also be applied, potentially improving the power to identify novel associations, with important implications for prioritisation of therapeutic targets.	Medical Research Council	Fellowship	177596.0 GBP
62	Dr Claire Niedzwiedz	University of Glasgow	College of Medical, Veterinary, Life Sci	2017-11-15	2021-01-13	A machine learning approach to understanding comorbidity between mental and physical health conditions	The key aim of the research is to enhance our understanding of the comorbidity between mental and physical health conditions by combining the disciplines of public health, computer science and psychiatry. The objectives of the research are to improve the prediction of the onset of co-morbidities between mental and physical health conditions (such as major depressive disorder and diabetes) and related adverse outcomes (e.g. hospitalisation and mortality). A range of data sources will be used to test the utility of implementing a machine learning approach to prediction. For example, using the UK Biobank and Generation Scotland cohorts will allow the exploration of a range of biological, environmental and lifestyle factors. Linked administrative health data (including the Scottish Morbidity Records, disease registers, Prescribing Information System, mortality records and the census) will facilitate the exploration of patients' complex medical histories and social characteristics (e.g. occupations). Machine learning algorithms (e.g. deep neural networks and random forest) will be used to learn from patterns in a range of big data by splitting the data into training and test datasets, assessing the algorithm performance and comparing the results with other methodological approaches. By identifying factors that are highly predictive of physical and mental health comorbidities and adverse outcomes, there is great potential to develop new approaches to patient stratification and novel precision medicine interventions. Collecting these data within medical settings may facilitate the development of improved diagnostic, treatment and preventative measures in clinical and public health practice.	Medical Research Council	Fellowship	290658.0 GBP
63	Mr Nicholas Byrne	Guy's and St Thomas' NHS Foundation Trust	None	2018-01-01	2020-12-31	Patient-specific care at the cutting-edge of paediatric cardiology practice: a 3D window on anatomy at the intersection of medical imaging, computer science and 3D printing	Background Despite advances in 3D cardiac magnetic resonance (CMR) imaging, structural appreciation of congenital heart disease remains hampered by presentation on a 2D computer screen. Advanced methods of medical image presentation, such as 3D printing, holography and virtual reality, have been proffered as solutions. In particular, many report that 3D printed models can provide a fully 3D, tactile appreciation of patient-specific anatomy and disease morphology. Understanding is quickly realised without image interpretation, and easily conveyed to others by inspection. Despite their potential for treatment planning, these techniques are yet to become part of routine care. We assert that their common dependence on image segmentation precludes their growth outside of the largest teaching hospitals. Current approaches rely on semi-automated procedures and normally include a significant manual component, demanding time and specialist expertise that are rarely available to clinical staff. Deep convolutional neural networks (DCNNs) are rapidly becoming the foundation to many tasks in medical image processing. In particular, DCNNs have outperformed conventional image processing approaches in the segmentation and measurement of ventricular volumes in CMR images. The ability of DCNNs to learn abstract representations from images makes this approach robust to the variation in anatomy and image quality that is observed in the clinic. Aims To explore the use of DCNNs to perform CMR image segmentation and achieve accurate, 3D presentation of congenital heart defectsTo assess the clinical feasibility of this approach Research Questions For what fraction of CMR scans can a DCNN derive patient-specific 3D geometries that are representative of congenital heart anatomy and disease morphology such that they are suitable for clinical presentation as a 3D model?How do segmentation by DCNN and manual operation differ in: Geometrical agreementDurationManual complexityCost Plan of Investigation Collection of training data CMR image data will be retrieved and segmented retrospectively for 300 patients with a range of conditions that reflect the mix of congenital heart disease seen at Evelina London Childrens Hospital. Image segmentation will be performed using: (i) a largely manual pipeline performed using Mimics Medical software by Materialise; (ii) a semi-automated pipeline using conventional image processing methods developed in house.DCNN development by deep learning 240 of the 3D cardiovascular geometries collected in phase 1 will be used to train a DCNN to perform image segmentation using deep learning algorithms.Experiment the DCNN (method (iii)) will be used to perform image segmentation in the remaining 60 patient data sets that were segmented using methods (i) and (ii) in phase 1. Methods (i), (ii) and (iii) will be statistically compared in terms of their geometrical agreement, duration, complexity and financial cost of image segmentation. Benefits to Patients Automated image segmentation may increase the use of 3D models to care for those with congenital heart disease, improving surgical and interventional planning, and providing safer access to bespoke treatment options. Furthermore, 3D models have been used as a consenting aid to help patients and their families make informed decisions about the direction of their care. Benefits to the NHS Automated segmentation will provide a low cost, clinically feasible and technologically based path to a branch of patient-specific care for a challenging disease cohort. More broadly, a deep learning approach to image segmentation could be applicable to other areas in which patient-specific 3D printed models have been employed. These include maxillofacial, orthopaedic, oncology, neuro and transplant surgeries to name but a few from a growing list. We hope that our findings will support the growth of bespoke treatment options that place the patient at the centre of care across a range of NHS services.	National Institute for Health Research (Department of Health)	Full award	184274.0 GBP
64	Dr Caroline Roney	King's College London	Imaging & Biomedical Engineering	2018-10-01	2021-09-30	Predicting Atrial Fibrillation Mechanisms Through Deep Learning	Persistent atrial fibrillation (AF) patients are a heterogeneous population: some patients require multiple procedures, with more extensive ablation strategies; while for others, isolation of the pulmonary veins using ablation (PVI) is sufficient. Identifying persistent AF patients where PVI will be a sufficient treatment remains a clinical challenge, which if solved could lead to improved safety, better patient selection, as well as decreased time and cost for procedures. Biophysical simulations personalised to cardiac imaging and electrical data may offer substantial insights into the mechanisms underlying AF, but run too slowly to be used during clinical procedures. My objective is to develop a combined biophysical simulation and deep learning network pipeline that accurately quantifies the likelihood of success of PVI for an individual patient quickly enough for use during a clinical procedure, to guide ablation therapy. Methodology: We will simulate a virtual patient cohort covering the range of observed electrical and anatomical properties. These biophysical simulations will use the cardiac monodomain equation and the Courtemanche-Ramirez-Nattel atrial cell model, solved on meshes constructed from MRI images, with different fibrosis distributions, and repolarisation and conduction properties. The deep learning convolutional neural network will be trained to large quantities of post-processed data from biophysical simulations to ensure that the network captures the physics and physiology of the system. The training will then be augmented with the complexity and reality of clinical data. Finally, the deep learning pipeline will be tested in a retrospective study. We hope this study will provide insights into the mechanisms sustaining AF. We hope that different research and clinical centres will contribute to and make use of the trained network to predict patient-specific AF mechanisms and PVI ablation outcomes.	Medical Research Council	Fellowship	311169.0 GBP
65	Dr Tobias Goehring	University of Cambridge	MRC Cognition and Brain Sciences Unit	2020-06-12	2025-06-11	Restoring the sense of sound: deep-learning based compensation strategies for the electro-neural transmission of sound by cochlear implants	Over 800,000 severe-to-profound hearing-impaired individuals use a cochlear implant (CI) worldwide. Compromised speech perception in noisy environments is a major problem for CI users and can have a negative impact on their quality of life and mental health. Noise-reduction algorithms, that process the corrupted speech signal before being presented, have produced some benefits for CI users but they still struggle in even moderate levels of noise and there remains considerable variability in the benefits across CI users. I will develop a compensation strategy to overcome the limitations of previous approaches by taking into account CI-specific and user-specific effects. The compensation strategy consists of a computational model to simulate the electro-neural transmission of CIs and a machine-learning algorithm trained to reduce the noise component of a speech-in-noise signal. I will develop the strategy in three stages: (I) by incorporating a computational model of the CI processing, (II) by incorporating a computational model of the electrode-nerve interface and (III) by adjusting these models with user-specific parameters measured with electro-physiological and psycho-physical tests. Each stage will be used to generate training data for a noise-reduction algorithm based on deep recurrent neural networks. Hereby, real-world speech and noise recordings will be processed by the computational model to generate labels for the supervised training of the neural networks. Listening experiments will be performed with CI users to evaluate the strategy and its effect on the perception of speech in noise by measuring speech reception thresholds and quality ratings. If successful, the strategy could be integrated into the external speech processor of a cochlear implant without the need for surgical re-implantation. This CI-specific approach has the potential to overcome the current limitations and to provide benefits for CI users.	Medical Research Council	Fellowship	1025336.0 GBP
66	Dr Siegfried Wagner	University College London	Institute of Ophthalmology	2020-01-20	2023-01-19	Retinal bioimaging for neurodegenerative and cardiovascular diseases	Aim To identify the most accurate retinal biomarkers predictive of of incident CVD events and AD Objectives 1) Examine the relationship between retinal lamellar parameters and incident myocardial infarction and cerebrovascular accidents using the AlzEye database 2) Validate the association between retinal nerve fibre layer and ganglion cell-inner plexiform layer thickness with incident AD 3) Leverage the UK Biobank cohort for adult life course epidemiological analysis of CVD and AD risk factors and external validation 4) Development of a convolutional neural network predicting risk of CVD events and AD to identify novel biomarkers Methodology Analysis will be conducted using two curated large datasets - the UK Biobank and AlzEye, a pseudonymised dataset of >2 million optical coherence tomography (OCT) scans of 250,000 patients from Moorfields Eye Hospital. Fundus photographs and OCT scans will be analysed using automated segmentation and image analysis software. Regression techniques and survival modelling will evaluate the hypothesis that specific retinal changes are indicative of incident AD and CVD events. Convolutional neural networks on outcome data with OCT and fundus photos as inputs from the AlzEye dataset will be developed and leveraged as tools to identify structural biomarkers through spatial soft attention maps. Models will be externally validated using the UK Biobank Cohort. Scientific and medical opportunities Improving our understanding of retinal manifestations of two major epidemics of the developed world, cardiovascular disease and AD, may potentially refine risk stratification techniques with in-vivo evaluation. Identification of any biomarkers would also allow non-invasive measures of efficacy in any future interventional clinical trials assessing treatments in CVD or AD. Broader implications of the feasibility of linked healthcare research and the impact of real-world studies on healthcare policy will also be explored.	Medical Research Council	Fellowship	227704.0 GBP
67	Dr. Bastiaan Elie Dutilh	UNIVERSITEIT UTRECHT	None	2020-05-01	2025-04-30	Predicting the evolution of complex phage-host interactions	What determines if a phage can infect a host? This question arises as we work to understand the ecological roles of the hundreds of thousands of unknown viruses that I and others have discovered around the world. Phages are the most abundant life forms on Earth with important applications in medicine and biotechnology and far-ranging effects on microbial community functioning in all environments. Phage-host interactions (PHI) are an emergent trait that depends on the complex integration of factors like their taxonomic identity, the environment, and phage- and host-encoded proteins. With DiversiPHI, I propose a research program to unravel PHI by 1) measuring, 2) modelling, and 3) experimentally testing these diverse factors to develop a predictive understanding of host-range evolution. I will first measure a range of evolutionary, ecological, and molecular factors contributing to PHI at high resolution using newly developed computational tools that exploit high-throughput datasets from thousands of natural environments around the world. Next, I will apply deep learning to integrate these measurements to simultaneously (i) quantify the relative importance and complex inter-dependencies of the different factors, and (ii) create a unique predictive model of host-range evolution. To complement these in silico predictions, I will develop an experimental evolution setup that tests the effect of the different PHI factors on host-range evolution in vitro. Little is known about the abundant phages and their role in shaping our microbial world. DiversiPHI will vastly elevate this understanding and contribute new fundamental knowledge on how species-species interactions evolve in complex environments. Moreover, I will provide valuable new analysis tools to the community and consolidate my strong international reputation as a pioneering researcher in the cross-disciplinary field encompassing microbial ecology, virology, metagenomics, bioinformatics, and computer learning.	European Research Council	Consolidator Grant	2000000.0 EUR
68	Michael Pazzani	University of California-San Diego	None	2020-05-01	2021-04-30	RAPID: Explainable Machine Learning for Analysis of COVID-19 Chest CT	Computer and Information Science and Engineering - In December 2019, it was discovered that a widely contagious pneumonia was caused by a new coronavirus infection now named COVID-19. The primary test for detection of the virus is real-time polymerase chain reaction (RT-PCR) with sensitivity of approximately 71% in some studies. However, this test may require several days to provide a result. Perhaps more importantly, imaging with x-ray or computed tomography (CT) are required to confirm pneumonia, which is the principal cause of death, as it leads to acute respiratory distress syndrome (ARDS). Recent studies have shown sensitivity of chest CT for approximately 98% for COVID-19 pneumonia and could provide immediate results but currently require human interpretation. Given the need for rapid, more accurate diagnosis, this project will use, adapt, and evaluate explainable machine learning techniques to diagnosis of COVID-19 pneumonia. This project will improve the understanding of mechanisms of COVID-19 and will help mitigate its impacts.<br/><br/>Viral nucleic acid detection using real-time polymerase chain reaction (RT-PCR) is the primary method for diagnosis of COVID-19 infection, which has rapidly spread worldwide as a global pandemic. Sensitivity of this test for COVID-19 infection has been estimated at approximately 71% in some studies and may require several days for a result. X-ray and CT imaging are complementary technologies that allow diagnosis of COVID-19 pneumonia, which can evolve to acute respiratory distress syndrome (ARDS) -- the principal cause of death in patients with COVID-19 infection. Especially early in the course of the disease, chest CT has multiple advantages over RT-PCR yielding results more quickly and is already widely deployed, but requires expert radiologist interpretation. The number of chest CTs may rapidly exceed the speed and capacity of already strained radiologists. An explainable machine learning algorithm may address this disadvantage to expedite the interpretation of chest CT and assist rapid triage of patients to the ICU, inpatient ward, monitoring unit, or home self-quarantine. Machine learning algorithms, specifically those leveraging deep convolutional neural networks (deep learning), have the potential for facilitating even more rapid diagnosis within minutes. This project seeks to validate the use of explainable deep learning methods to adjust diagnostic operating points for multiple applications, including (a) disease screening, (b) disease staging and prognostication, and (c) evaluation of treatment response.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	101643.0 USD
69	Haris Vikalo	University of Texas at Austin	None	2020-05-15	2021-04-30	RAPID: Methods for Reconstructing Disease Transmissions from Viral Genomic Data with Application to COVID-19	Computer and Information Science and Engineering - The coronavirus causing COVID-19 was first detected in humans in November 2019 and rapidly developed into a pandemic. There is an urgent need to enhance the ability to precisely track and predict spread of the disease. However, analysis of classical epidemiological data such as the time of testing and lengths of exposure provides limited insight. This Rapid Response Research (RAPID) project aims to enable discovery of disease transmission patterns based on analysis of genomic data, provide accurate identification of transmission clusters, and enable detection of critical nodes in a network of pathogen hosts while also providing insight into pathogen-mutation processes that occur during the spread of the disease.<br/><br/>The specific aims of this project are to: (1) Develop methods for the inference of a network of hosts based on genomic information about viral pathogens infecting them. In particular, this research thrust is focused on the reconstruction of a weighted directed graph whose nodes represent hosts and edge weights reflect evolutionary distance between corresponding pathogens. (2) Develop methods for the discovery of transmission clusters and identification of critical nodes in the host network. The focus of this research thrust is on deep-learning algorithms for the identification of transmission clusters, and discovery of the host network nodes that played a pivotal role in the disease outbreak. (3) Relying on the developed methods, analyze publicly available COVID-19 datasets. The results of the outlined work are expected to have an immediate impact on the understanding of the coronavirus transmission and spread.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	100000.0 USD
70	Wei Gao	University of Pittsburgh	None	2020-07-01	2021-06-30	RAPID: In-Home Automated and Non-Invasive Evaluation of COVID-19 Infection with Commodity Smartphones	Computer and Information Science and Engineering - A key to combat the Coronavirus Disease (COVID-19) pandemic is to prevent the pandemic from overloading the public healthcare system, so that sufficient medical resources could be available for hospitalized patients. This project will develop new mobile sensing and Artificial Intelligence (AI) techniques for in-home evaluation of COVID-19 infection in order to pursue automated and non-invasive screening of potential viral disease carriers. It aims to timely identify negative cases caused by other diseases with similar symptoms, and hence avoids unnecessary hospital visits as many as possible. <br/><br/>The proposed techniques will use commodity smartphones to measure the changes of humans? airway mechanics, which are uniquely correlated to COVID-19 infection. These measurements build on acoustic sensing with smartphones? built-in speakers and microphones. First, new acoustic waveforms will be designed to minimize acoustic signal distortion in human airways. Second, new signal processing techniques will be developed for accurate measurements. Third, deep learning techniques will be used to develop generic models that depict the core characteristics of airway mechanics. These techniques will be evaluated by lab testing and experiments with student volunteers. This research will enable identifying false positives of COVID-19 infection out of the clinic and could contribute to the containment of the virus spread and damage. The proposed technologies will be applicable to a wide variety of commodity smartphones and could also be used in daily practice with handmade mouthpieces. Broader impacts will also result from a variety of education and outreach activities. New courses will be developed to incorporate the outcome of this research, and the research outcome will be disseminated through technology transfer to industry. The outcome of this project, including source codes and collected data from student volunteers, will be maintained at the project repository (http://www.pitt.edu/~weigao/research_COVID19.html) for at least five years, and will be made available to the public community.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0 USD
71	Elena Zheleva	University of Illinois at Chicago	None	2020-05-15	2021-04-30	III: RAPID: Stay-at-home attitudes and their impact on the COVID-19 pandemic	Computer and Information Science and Engineering - The rapid spread of the novel SARS-CoV-2 coronavirus has paralyzed societies and strained health care systems, with a rising death toll and severe economic consequences. Stay-at-home orders around the globe have been embraced by some and protested by others. At the same time, little is known about the spectrum of attitudes towards these orders and people's justifications for following or resisting them. This research will develop algorithms for analyzing stay-at-home attitudes on social media, connecting these attitudes to pandemic impact through a novel visual representation that takes geographical location and socioeconomic context into account. This research will bring greater awareness to the public about the role of values that protect life in public discourse and their influence on citizens' appraisal of policies that affect their own well-being. Shared values, beliefs, and understandings build the social cohesion and cooperation needed to build greater economic prosperity. The results of this project will help policy makers craft more persuasive public health directives to enhance public health.<br/><br/>Framing--highlighting certain aspects of an issue or event--can have a significant impact on the formation of perspective. To address the complexity of modern information networks, this project will develop algorithms that automatically detect frames propagated through social media. It focuses on value frames because people use those values to justify a position and issues can be re-framed accordingly to appeal to and change the opinions of target audiences. Creating the first dataset of its kind, this project will collect and annotate tweets that include stay-at-home attitudes and core value frames. Current state-of-the-art approaches to detecting attitudes in tweets are limited to binary or ternary classification of either sentiment (positive, negative, neutral) or language type (abusive versus "normal"). By bringing together state-of-the-art deep learning models with models that have more explanatory power, this project will devise a novel methodology for identifying values frames in microblogs that takes advantage of semantic and discourse structure information. By enabling statistical computing and analysis over geospatial data, for which few techniques exist currently, this research will make it possible to analyze datasets at multiple levels of spatial aggregation and to compare temporal and spatial differences to enhance participation and promote positive public health outcomes.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	99338.0 USD
72	Philip Resnik	University of Maryland College Park	None	2020-05-15	2021-04-30	RAPID: Advanced Topic Modeling Methods to Analyze Text Responses in COVID-19 Survey Data	Computer and Information Science and Engineering - As the COVID-19 pandemic continues, public and private organizations are deploying surveys to inform responses and policy choices. Survey designs using multiple choice responses are by far the most common -- "open ended" questions, where survey participants provide a longer-form written response, are used far less. This is true despite the fact that when you allow people to provide unconstrained spoken or text responses, it is possible to obtain richer, fine-grained information clarifying the other responses, as well as useful ?bottom up? information that the survey designers did not know to ask for. A key problem is that analyzing the unstructured language in open-ended responses is a labor-intensive process, creating obstacles to using them especially when speedy analysis is needed and resources are limited. Computational methods can help, but they often fail to provide coherent, interpretable categories, or they can fail to do a good job connecting the text in the survey with the closed-end responses. This project will develop new computational methods for fast and effective analysis of survey data that includes text responses, and it will apply these methods to support organizations doing high-impact survey work related to COVID-19 response. This will improve these organizations? ability to understand and mitigate the impact of the COVID-19 pandemic.<br/><br/>This project?s technical approach builds on recent techniques bringing together deep learning and Bayesian topic models. Several key technical innovations will be introduced that are specifically geared toward improving the quality of information available in surveys that include both closed- and open-ended responses. A common element in these approaches is the extension of methods commonly used in supervised learning settings, such as task-based fine-tuning of embeddings and knowledge distillation, to unsupervised topic modeling, with a specific focus on producing diverse, human-interpretable topic categories that are well aligned with discrete attributes such as demographic characteristics, closed-end responses, and experimental condition. Project activities include assisting in the analysis of organizations' survey data, conducting independent surveys aligned with their needs to obtain additional relevant data, and the public release of a clean, easy to use computational toolkit facilitating more widespread adoption of these new methods.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	176785.0 USD
73	Artem Cherkasov	University of British Columbia	None	None	2021-04-30	Augmented Discovery of Potential Inhibitors of SARS-CoV-2 3CL Protease	The COVID-19 epidemic is causing serious or even fatal respiratory tract infections around the city of Wuhan, China and other countries. The urgent situation is pressing the global community to respond rapidly together to develop a vaccine or small molecule drug to inhibit viral infection. We have recently established a powerful Deep-Learning accelerated Docking pipeline to virtually screen a commercial 1.3-billion-compound library in a matter of one week--compared to the three years with previous programs. We have applied this novel algorithm to identify 1000 quality "candidate" compounds to inhibit the SARS-CoV-2 main protease (3CLpro) which is uniquely critical for the viral life cycle. We will screen these compounds with a high throughput screening biochemical assay and then evaluate these hits using a cell-based SARS-CoV-2 viral replication assay in a Canadian Containment Level 3 facilty at University of British Columbia. In addition we will use X-ray crystallography to refine the protease 3D crystal structure to accelerate the development of COVID-19 therapeutic drug development. Our research program will significantly contribute to global response to the COVID-19 outbreak by rapidly identifying small anti-viral drug molecules in an extremely condensed timeframe. Our expertise, facilities, and capabilities in cutting-edge Artificial Intelligence, inhibitor modeling, X-ray crystallography, coronavirus protease inhibition, human viral pathogen research, and anti-viral therapeutics are world class. Our first application this month of "Deep Docking" enabled the screening of 1.3B commercially available compounds against the essential SARS-CoV-2 protease, in 1 week compared to the 3 years of conventional docking. This accomplishment coupled with fast tracking anti-viral assays at UBC and high resolution 3D structure characterization provide our team, Canadians and global colleagues an enormous head start on developing an anti-viral therapeutic for COVID-19	Canadian Institutes of Health Research	Research Grant	999000.0 CAD
74	Helmholtz Zentrum München	Helmholtz Zentrum München, Germany	None	None	2021-04-30	RiPCoN	Rapid interaction profiling of 2019-nCoV for network-based deep drug- repurpose learning (DDRL)	European Commission	Research Grant	None
75	Dr Samir Bhatt	Imperial College School of Medicine	None	2019-04-01	2021-03-31	Unravelling and predicting the spatiotemporal structure of infectious disease outbreaks	Developing effective methods to model outbreak disease dynamics that can accurately forecast and predict over various spatiotemporal scales is a fundamental challenge in infection control. Statistical methods in this area have been dominated by individual-based and mechanistic models that are often cumbersome and difficult to apply in predictive scenarios. In contrast, probabilistic frameworks that both model infectiousness and draw from highly predictive deep learning frameworks have been rarely explored. In this grant, we will apply, and further develop a class of inhomogeneous, self-exciting, point processes that jointly capture both the spatiotemporal risk of primary infection and the secondary infection network structure. These spatiotemporal models will incorporate the self-exciting, environmental/demographic and latently varying drivers, and make use of advanced approximate inference to allow for tractable computation. Using these processes, we will explore what optimal forecasting performance can be expected from state-of-the-art machine learning methods and investigate what parts of the predictive model account for this performance, i.e. can we apportion the variance explained to the self-exciting versus latent factors. We will further investigate whether it is possible to exploit genetic information and embed these approaches in the standard suite of phylodynamic methods. We will apply these developed methods to historical outbreak data across a range of diseases and both qualitatively and quantitatively examine the differences.	The Academy of Medical Sciences	Springboard Round 4	99994.63 GBP
