1218	Judy Diamond	University of Nebraska-Lincoln	None	2020-05-01	2021-04-30	RAPID: Using Popular Media to Educate Youth About the Biology of Viruses and the Current COVID-19 Pandemic	Education and Human Resources - As part of its overall strategy to enhance learning in informal environments, the Advancing Informal STEM Learning (AISL) program funds innovative research, approaches, and resources for use in a variety of settings. <br/><br/>This RAPID was submitted in response to the NSF Dear Colleague letter related to the COVID-19 pandemic. This award is made by the AISL program in the Division of Research on Learning, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. The project will develop and research an integrated package of high-quality, widely accessible media and other outreach materials designed to engage middle school youth, educators, and libraries in learning about viruses in relation to COVID-19. There is an immediate need to provide youth with accurate, engaging, and accessible materials to help them understand the basic biology underlying the COVID-19 pandemic, including the routes of COVID-19 transmission and mechanisms to prevent its spread. This is particularly important for those without science backgrounds or interests so that the rumors, hearsay, and gossip circulating among youth can be replaced with research-based information. Since 2007, the project team and partners have focused on developing and studying new ways of educating youth and the public about biology, virology, and infectious disease. The project will develop a web-accessible package of customizable graphics, illustrated stories, and essays?all of which can be easily incorporated into free-choice and directed on-line learning as well standards-based lesson plans for Grades 6-8. These resources will be disseminated broadly and at no cost to youth and educators of all kinds, including schools, libraries, museums, and other established networks for formal and informal science education. The project web package will be linked to multiple websites that serve as important educational resources on science and virology for youth, the general public, and educators. A prominent university press will publish and promote the illustrated stories and support distribution of 7,000 free copies. <br/><br/>The project will conduct research examining how richly-illustrated science narratives impact youth understanding of and curiosity about science. The research will help develop the foundation for better understanding how to educate youth about COVID-19 (and future pandemics) while generating new knowledge about effective methods for public science outreach during a major unanticipated natural event. For formative evaluation, the project will use an innovative rapid response feedback method. Youth will be invited to provide timely, specific comments on the serialized stories through a curated portal. As new excerpts are related online, different questions will be posed to youth who are selected because of specific characteristics (e.g., low or high initial science interest). These data will guide story development in real time and provide a mechanism to gauge the story appeal, comprehensibility, and initial impacts. The project will address two research questions: ?How effective are illustrated stories in having positive impacts among participants on COVID-19 knowledge, science identity, attitudes, and interest in science careers?? and ?How do story lines and characters have differential impacts on virus knowledge, epidemiology, and youth attitudes towards science and science careers?? To conduct this research, the project will conduct online surveys using adapted items from prior research conducted by the project team. Additional items will assess COVID-19 knowledge, attitudes, personal experiences with the virus, well-being, and exposure to public health messaging about the virus. Research findings will be shared widely to inform the field about new ways delivering science education content during the advent of rapidly evolving global and educational challenges.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0	USD
1219	David Schaefer	University of California-Irvine	None	2020-05-01	2021-04-30	RAPID: Social Network Consequences for Underrepresented STEM Students as a University Transitions to Remote Activities	Education and Human Resources - The COVID-19 pandemic has prompted universities worldwide to abruptly shift to remote learning. This coincides with a critical social change as students are urged to leave campus, ?social distance,? and shelter-in-place; practices that will disrupt social network functioning and could lead to feelings of isolation, reduced motivation, and poorer learning outcomes. Worse, the social and academic consequences could be more severe for less academically prepared students (e.g., underrepresented minorities, first-generation college, low socioeconomic status) and first year students in particular, who are still adjusting to college life (e.g., building social networks, learning university culture). Given the uncertainty of the current situation, it is critical to understand how the pandemic and the "social distance" triggered by it may influence student social networks and whether disparities in social and academic outcomes result. This RAPID was submitted in response to the NSF Dear Colleague letter related to the COVID-19 pandemic. This award is made by the EHR Core Research (ECR) program in the Division of Research on Learning, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. <br/><br/>The goal of this RAPID research project is to investigate how the shift to remote learning triggered by the COVID-19 pandemic is affecting social networks, psycho-social adjustment, and academic outcomes for first-year STEM majors, and whether disparities emerge for students from subgroups historically more likely to leave STEM. The research will examine these potential impacts, and how risks might be offset by an existing intervention at the University of California Irvine (UCI) -- the Enhanced Academic Success Experience (EASE) program. EASE is a learning community designed to improve academic outcomes for under-prepared students, with one-third of the approximately 1,000 first-year majors in the School of Biological Sciences (Bio Sci) participating each year. To date, research on the intervention has provided strong causal evidence that EASE has successfully increased motivation, engagement, and belongingness, with stronger effects for groups typically underrepresented within STEM. As part of the intervention, researchers have gathered longitudinal network data that are unique in both scale (~1,000 students/year within a major) and coverage (85-96% response rate). This research will characterize changes in friendship and study networks, psycho-social adjustment, and academic outcomes that result from the unprecedented shift to remote organizational activities. The new data collection and analysis will explore whether the shift to remote learning creates disparities in these important outcomes for subgroups of STEM students and whether the learning community provided by EASE may mitigate these effects. Through supplementary data collection, the study will consider how student networks have adapted to the organizational shift to remote learning and where students are obtaining the kinds of emotional and instrumental support they need. Mediation analysis will offer insight into which network characteristics explain psycho-social and academic consequences of the shift to remote learning. More generally, the unique data will enable assessment of how social networks adapt to societal-level disruption caused by the pandemic, and how well-implemented institutional support may offset the anticipated risks associated with the pandemic.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	199997.0	USD
1220	Adrienne Nishina	University of California-Davis	None	2020-05-01	2021-04-30	RAPID: Emerging Adults? Daily Well-Being, Social Experiences, and Academic Persistence in the Context of the COVID-19 Pandemic	Social, Behavioral and Economic Sciences - Rapid societal shifts associated with the COVID-19 pandemic have necessitated that education move online. Such shifts also increase students? exposure to online discrimination, which can in turn negatively impact students? academic performance and development. Prior research suggests that discrimination can push students away from pursuing STEM careers at a moment when a diverse, interdisciplinary STEM workforce is critical to confronting complex scientific challenges. In traditional in-person educational settings, positive interactions with diverse classmates and instructors can facilitate the maintenance of cognitive performance, educational attainment, and STEM participation despite negative experiences. Whether these positive interactions transfer to an online context, and whether they similarly buffer the effects of discrimination, is less understood. This study captures important daily variations in students? well-being and academic outcomes that can inform future university practices regarding education and student wellness during crises. The findings may be of particular interest to educational institutions that have been forced to quickly shift to online instruction. As the COVID-19 pandemic demonstrates, there is a need for novel ideas and excellent leadership in STEM fields. This study will identify factors that may protect and promote STEM career outcomes.<br/><br/>This project capitalizes on an existing ethnically diverse sample of college STEM majors who previously (pre-pandemic) reported on their daily in-class experiences, well-being, and academic outcomes. The present study collects additional data, using nearly identical methods, across two 7-day cycles. The project aims to: (1) Describe the frequency of daily discrimination experienced by college-aged ethnically diverse STEM majors; (2) Assess the extent to which rates of discrimination differ from their pre-pandemic levels; (3) Examine whether daily discrimination is correlated with STEM students? day-to-day well-being, academic efficacy, and outcome expectations for their future STEM careers; and (4) Explore digital peer and university social supports as moderators of associations between daily discrimination and outcomes in a context of limited in-person interaction. Exploratory open-ended questions will identify participants? educational experiences related to COVID-19.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	131978.0	USD
1221	Massimo Franceschetti	University of California-San Diego	None	2020-05-01	2021-04-30	RAPID: A Controlled Response to COVID-19	Computer and Information Science and Engineering - The forecast and containment of epidemics are central themes in public health and are well-studied in the literature through modeling and simulations. In the case of COVID-19, the lack of a vaccine, and the limited response to treatment, can lead to possible acute respiratory complications that may nevertheless be non-lethal, provided that patients have access to respiratory support in intensive-care units equipped with ventilation machines. Proactive planning and optimal allocation of resources are key challenges to face in the current emergency. In this scenario, the project studies the response to the pandemic from a network service point of view. Namely, it aims at determining actionable strategies under which the hospitals' response system can reach an equilibrium state where the spreading of the infection occurs, but the spreading rate does not lead to service overflow. There has been widespread recognition on the need to ?flatten the curve,? representative of the infection spreading, and different strategies to achieve this objective have been enforced by governments across the world. The project?s research can be viewed in this context as a principled approach to predict how ?the curve? will respond to different strategies, whether it can be kept below the hospitals' saturation threshold for a given amount of time, and what is the societal cost required to achieve this objective. <br/><br/>Given a service-rate constraint dictated by hospital capacity and dynamic equations describing the spread of the infection, the project aims at deriving a control policy expressed in terms of public-health policies that meets the-service rate constraint of the local health-care system while minimizing their economic impact. Since societal constraints can make such an optimal strategy cost-prohibitive, or infeasible, the project will also study strategies that, given a certain cost budget, lead to the most desirable (time-varying) arrival rate that minimizes the global mortality rate of the population. While derived solutions are expected to be optimal in the context of the proposed dynamical-system model, results will also be validated using extensive simulations driven by real population data, in order to demonstrate their wider applicability in a practical setting.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	200000.0	USD
1222	John Coley	Northeastern University	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Designing an Educational Intervention to Address Intuitive Misconceptions about COVID-19	Education and Human Resources - Misconceptions about the transmission of COVID-19 can lead to noncompliance with preventive public health recommendations. The first goal of this project, led by researchers at Boston University and Northeastern University, is to understand the deeper conceptual nature of these biological misconceptions. The research will explore whether these ideas are specific to COVID-19 or whether they reflect intuitive reasoning patterns of reasoning about biological phenomena more generally, and how prevalent they are in early elementary school children. A further focus of this research will be on caregivers and teachers?adults who are important sources of information to children. Prior NSF-funded research has shown that misconceptions about biological phenomena emerge early in development and can become entrenched. Therefore, the second major goal of this research is the rapid design and testing of a pilot educational intervention that addresses children?s and adults? reasoning about COVID-19 and also incorporates more general information about the causal mechanisms that underlie biological contagion. The intervention will be modeled on earlier interventions by the investigators that used animated narratives to teach complex biological concepts successfully to children and adults. This RAPID award is made by the EHR Core Research (ECR) program in DRL, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. ECR supports work that advances the fundamental research literature on STEM learning.<br/><br/>Humans possess powerful intuitive explanatory and inferential tendencies that provide fast and efficient ? but sometimes fallible ? guidelines for making sense of complex phenomena in the biological world. Prior NSF-funded work has shown how these tendencies?for example, intuitive teleological, essentialist, and anthropocentric modes of reasoning?emerge early and act as filters on the learning of biological information at all ages. Sometimes these intuitions are consistent with formal biological reasoning and can be leveraged in the classroom to support learning, but sometimes they are not and lead to systematic and entrenched biological misconceptions across development. Information about COVID-19 is no exception. In this project, the researchers will: (1) investigate intuitive reasoning about the causal mechanisms of COVID-19 transmission and infection?along with reasoning about illness more generally?among teachers and caregivers of 1st - 2nd grade students; (2) conduct parallel investigations with the 1st - 2nd grade students themselves; and (3) rapidly design and pilot test a cognitively-informed educational intervention on COVID-19, and related illnesses, for elementary children, caregivers, and teachers based on the evidence that will be gleaned from these investigations. In order to understand the influence on children of adults? reasoning about COVID-19?and disease more generally?this project will develop child and adult versions of a survey instrument consisting of: (a) an open-ended interview on the causality, treatment, and prevention of COVID-19; (b) a risky behavior detection task to assess knowledge and beliefs about the risks of common behaviors; (c) a causal knowledge assessment that asks more generally about the mechanisms of illness transmission and infection. These measures will be administered via online research. Insights gained from these measures will be quickly used to develop a pilot intervention that will use an animated narrative video to supported children's and adults? mechanistic understanding of COVID-19 and related disease transmission and prevention. Pre- and post-testing will determine the effectiveness of this pilot intervention and lay the foundation for future research and intervention. This research will shed light on children?s and adults? understandings about COVID-19, and the degree to which children?s ideas are shaped by intuitive explanatory tendencies and that misconceptions can be exacerbated by specific misinformation from caregivers and teachers. It will also illuminate cognitively-informed ways to educate adults about complex biological phenomena as a way of addressing misconceptions in the children with whom they interact.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	99715.0	USD
1223	John MacArthur	Portland State University	None	2020-04-15	2021-03-31	Collaborative Research: RAPID: Maintain Mobility and Reduce Infection Through a Resilient Transit and Micromobility System	Engineering - The COVID-19 pandemic has caused unprecedented disruptions to health, the economy, and transportation systems in cities. The key strategy to combat growth in the infection rate is through "social distancing," maintaining physical separation from others. This strategy is incompatible with transit systems and ridership in nearly every transit market has plunged, causing agencies to reduce service levels to protect riders and employees. Still, mobility is required in many cities and the ability of cities to rapidly recover from widespread economic shutdown will require improving mobility systems in urban areas. In the past decade, more diverse shared mobility systems have proliferated, potentially improving the resilience and redundancy of the urban transportation system. Most recently, micromobility systems (i.e., bike share and scooter share) have entered cities and supplemented transportation systems in those areas. As a shared personal mobility vehicle, micromobility vehicles have been highly utilized in some markets in the early weeks of the pandemic even as transit ridership has declined. This is an important opportunity to understand how shared micromobility systems complement transit and can support social distancing to limit spread of disease while also facilitating urban transportation recovery. To that end, this study has two main aims. First, the research team will conduct a series of panel surveys for the duration of the pandemic of transit and micromobility users in two medium-sized transportation markets (Nashville and Portland) that have robust micromobility markets. These surveys will query and model mode choice behavior in relation to social distancing requirements, transit captivity, job status, income, activity restrictions, and others. The research team seeks to understand if riders self-regulate transit use and exposure and balance their behavior with perceived risks. The team will use detailed agency and micromobility operator data to track changes in ridership during recovery. The second aim is to project those findings on more aggregate ridership data of transit and micromobility across cities of different sizes and with different COVID-19 infection rates. This will provide detailed understanding of how riders react to pandemic in regard to two main shared modes; transit and micromobility systems. <br/><br/>To date there has been little work on the response of transit to disease outbreaks. The 2002/2003 SARS outbreak provides some aggregate evidence of long-duration drops in transit ridership. This work will provide important insight into disaggregate rider behavior, disease transmission, and personal- and community-risk tolerance. Moreover, this work will explore how emergent modes, like shared micromobility provide opportunities to maintain mobility while reducing close personal contact. Models developed can help predict how city transit systems will recover after a public health crisis. Public health emergencies will continue into the future and preparation on how to react to such emergencies will be important. For example, micromobility systems may provide much needed transportation services to supplement limited transit service. Understanding the dual roles of micromobility and transit will assist in limiting disease transmission and recovering the transportation system. Policy responses could be based on evidence generated in this study for the current and future infectious disease pandemics.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	49979.0	USD
1224	Deborah Kelemen	Trustees of Boston University	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Designing an Educational Intervention to Address Intuitive Misconceptions about COVID-19	Education and Human Resources - Misconceptions about the transmission of COVID-19 can lead to noncompliance with preventive public health recommendations. The first goal of this project, led by researchers at Boston University and Northeastern University, is to understand the deeper conceptual nature of these biological misconceptions. The research will explore whether these ideas are specific to COVID-19 or whether they reflect intuitive reasoning patterns of reasoning about biological phenomena more generally, and how prevalent they are in early elementary school children. A further focus of this research will be on caregivers and teachers?adults who are important sources of information to children. Prior NSF-funded research has shown that misconceptions about biological phenomena emerge early in development and can become entrenched. Therefore, the second major goal of this research is the rapid design and testing of a pilot educational intervention that addresses children?s and adults? reasoning about COVID-19 and also incorporates more general information about the causal mechanisms that underlie biological contagion. The intervention will be modeled on earlier interventions by the investigators that used animated narratives to teach complex biological concepts successfully to children and adults. This RAPID award is made by the EHR Core Research (ECR) program in DRL, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. ECR supports work that advances the fundamental research literature on STEM learning.<br/><br/>Humans possess powerful intuitive explanatory and inferential tendencies that provide fast and efficient ? but sometimes fallible ? guidelines for making sense of complex phenomena in the biological world. Prior NSF-funded work has shown how these tendencies?for example, intuitive teleological, essentialist, and anthropocentric modes of reasoning?emerge early and act as filters on the learning of biological information at all ages. Sometimes these intuitions are consistent with formal biological reasoning and can be leveraged in the classroom to support learning, but sometimes they are not and lead to systematic and entrenched biological misconceptions across development. Information about COVID-19 is no exception. In this project, the researchers will: (1) investigate intuitive reasoning about the causal mechanisms of COVID-19 transmission and infection?along with reasoning about illness more generally?among teachers and caregivers of 1st - 2nd grade students; (2) conduct parallel investigations with the 1st - 2nd grade students themselves; and (3) rapidly design and pilot test a cognitively-informed educational intervention on COVID-19, and related illnesses, for elementary children, caregivers, and teachers based on the evidence that will be gleaned from these investigations. In order to understand the influence on children of adults? reasoning about COVID-19?and disease more generally?this project will develop child and adult versions of a survey instrument consisting of: (a) an open-ended interview on the causality, treatment, and prevention of COVID-19; (b) a risky behavior detection task to assess knowledge and beliefs about the risks of common behaviors; (c) a causal knowledge assessment that asks more generally about the mechanisms of illness transmission and infection. These measures will be administered via online research. Insights gained from these measures will be quickly used to develop a pilot intervention that will use an animated narrative video to supported children's and adults? mechanistic understanding of COVID-19 and related disease transmission and prevention. Pre- and post-testing will determine the effectiveness of this pilot intervention and lay the foundation for future research and intervention. This research will shed light on children?s and adults? understandings about COVID-19, and the degree to which children?s ideas are shaped by intuitive explanatory tendencies and that misconceptions can be exacerbated by specific misinformation from caregivers and teachers. It will also illuminate cognitively-informed ways to educate adults about complex biological phenomena as a way of addressing misconceptions in the children with whom they interact.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	99155.0	USD
1225	Nicola Sochacka	University of Georgia Research Foundation Inc	None	2020-04-15	2021-03-31	RAPID: Using SenseMaker to Investigate Complex Dynamics in Social Systems to Inform Agile, Real-Time Policy-Responses in Times of Crisis	Engineering - The COVID-19 pandemic has had a sudden and significant impact on almost all aspects of daily life in the United States. In higher education, college teachers and students have had limited time to adapt to the new normal of online learning, while observing increasingly stringent shelter in place ordinances and coping with the stress and grief that comes with a worldwide health crisis. This project will investigate how the pandemic has impacted faculty, staff, and students in STEM education, with a particular focus on engineering. The opportunity to collect this data right now, as the crisis unfolds, underscores the need for RAPID funding. The research team will use an online data collection platform, called SenseMaker, to collect short stories from faculty, staff, and students that describe how they are experiencing the COVID-19 crisis and transition to online learning. These stories will be used to help administrators respond to challenges in real time. Data from the study will also be used as the basis for future work, which will focus on what organizational and cultural aspects of STEM higher education can help universities better prepare for future disruptions. This RAPID project will be the first time that the SenseMaker approach has been used to investigate how university programs cope in times of crisis. SenseMaker has previously been used to investigate community experiences in other crisis contexts, such as how different stakeholder groups adapted to the damage caused by Hurricane Maria in Puerto Rico (see NSF award: 1832678). <br/><br/>This project will use a novel research method, SenseMaker, to capture systems-level dynamics in a College of Engineering as they emerge in response to the COVID-19 crisis. Three research questions will be investigated: i) How are students, faculty, and staff in a College of Engineering experiencing the COVID-19 crisis and associated transition to online learning? ii) What aspects of thriving (e.g., autonomy, flexibility, accountability etc.) are particularly salient to engineering faculty, staff, and student experiences? And iii) What actions can be taken to respond, in real-time, based on the SenseMaker findings, to improve the teaching and learning experiences, and general well-being of students, faculty, and staff in a college of engineering? This RAPID project will continue until 1-month after the return to face-to-face classes. Data will entail the continuous collection of micro-narratives of participants? experiences (qualitative data) and responses to a series of survey questions that will prompt participants to make sense of their experiences (quantitative data). These data will be analyzed for patterns to inform immediate actions to improve the experiences of faculty, staff, and students in a college of engineering. These data will also inform future work that will focus on the organizational structures and cultures that contribute to resilient educational ecosystems. The outcomes of this project will include: a) a rich data set of real-time micro-narratives that capture how faculty, staff, and students in a college of engineering experienced the COVID-19 crisis and associated transition to online learning; b) a theoretically-grounded, tested, and validated methodological approach and instrument that can be deployed in times of crisis in STEM programs across the nation to collect real-time data on faculty, staff, and student experiences; and c) a preliminary understanding of what organizational structures and cultures contribute to resilient educational ecosystems and how these structures and cultures can be fostered outside of times of crisis to better prepare STEM programs for future disruptions.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	108113.0	USD
1226	Sandra Murray	SUNY at Buffalo	None	2020-04-15	2021-03-31	RAPID: Mobilizing Close Relationships to Combat the COVID-19 Pandemic	Social, Behavioral and Economic Sciences - To stop the spread of COVID-19, people need to practice the protective behaviors that public health and government officials recommend. To follow such recommendations, people in turn need to trust that government and public health officials are providing good advice. They also need to trust that their fellow citizens will practice the protective behaviors too. Unfortunately, the spread of COVID-19 makes it difficult to trust others because other people are the source of illness. This project aims to understand how people can use their closest personal relationships as a resource in helping them to trust more in other people and in government and public health officials. Understanding how close relationships can be used as a resource in coping with COVID-19 can help identify simple techniques to bolster trust in others and ultimately motivate people to engage in recommended self-protective behaviors.<br/><br/>This project centers on the idea that motivating people to trust more in their closest interpersonal partners can also make them more trusting of their fellow citizens and government and public health officials. Trusting in a close partner should have this effect because such trust should make it seem safer and less risky to depend on other people as well. Past research in this area has focused on how partners and family members influence one another. This project seeks to expand this knowledge by considering that relationships might succeed or fail as a consequence of the ways in which people?s lives are intertwined with the actions of those in the collective relational world. The project therefore offers an opportunity to fundamentally transform basic understanding of close relationship dynamics by studying relationships as part of an interconnected system of relationships within the national and global community. A 3-week intervention study examines the effects of a trust-bolstering intervention. Daily experiences are collected each day, focusing on participant?s concerns about COVID-19, trust in others, and self-protective behavior. This project offers a formal test of how trusting a partner can make the world itself seem more trustworthy and motivate people to engage in the kinds of behaviors needed to stop the spread of illness. Understanding the role that close personal relationships play in shaping people?s responses to the world around them can help promote the kind of trust and cooperation needed for people to rise to global challenges.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	117890.0	USD
1227	Sue Ellen McCann	KQED Inc	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Influencing Young Adults? Science Engagement and Learning with COVID-19 Media Coverage	Education and Human Resources - This RAPID was submitted in response to the NSF Dear Colleague letter related to the COVID-19 pandemic. This award is made by the AISL program in the Division of Research on Learning, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. The major public policy of social distancing relies, in part, on the cooperation of younger and healthier people who may not experience symptoms and can spread the virus unknowingly to more vulnerable populations. Science journalists, who are on the front lines of covering the pandemic, can play an important role in educating millennial audiences about the science behind the virus, how it is transmitted and effective ways to prevent the virus from spreading. This award will help the STEM field better understand how to engage millennial audiences with effective COVID-19 media content and to urgently capture professional knowledge on crisis reporting. KQED and Texas Tech University are suited to rapidly implement a science media informal science learning project targeting millennials and younger audiences in light of their current NSF-funded "Cracking the Code: Influencing Millennial Science Engagement" collaborative research and evaluation project (DRL 1810990 and 1811091). The project team has built a functional research protocol for its media practitioner and academic researcher collaboration, and will apply these new RAPID funds to complement on-going efforts, mobilize the existing team, research protocol, and research tools to respond to the communication challenge of reaching younger adults posed by COVID-19. Content to be created includes: 1) Radio broadcasts - daily news coverage, live talks; 2) A real-time blog - live Coronavirus updates and 3) Social media content on Facebook, Instagram and Twitter.<br/><br/>The project team will explore the following research questions:<br/>1) How could COVID-19 coverage be designed to best inform, engage and educate millennials and younger audiences about the science of virus transmission and prevention?<br/>2) What are some best practices for crisis reporting, as journalists respond to both constantly updated information and changing audience needs, that can be used by media outlets (such as advisors PBS Digital Studios, PBS NewsHour, NOVA, NPR Science, and more)? <br/><br/>The research protocol centers around "media testing cycles," which are time-bounded studies (5 months long) exploring a subset of research questions about the effectiveness of KQED's science content (articles, videos, social media posts and radio reporting) at reaching younger audiences. Steps include identifying problems that are suited for empirical examination; formulating plausible competing hypotheses on the nature of those problems and their potential solutions; and crafting study designs calculated to support valid, realistic inferences on the relative strength of those hypotheses. Data will be gathered from COVID-19 audience "chatter" from Twitter and Facebook through Crimson Hexagon, a social media listening platform. In addition to the social media listening, researchers will conduct a thematic analysis of the questions currently being collected through the audience engagement platform Hearken, where KQED has gathered nearly 2,000 questions to date about the virus and lifestyle changes. This data will also help the project team understand knowledge gaps about prevention and transmission of the virus. These two qualitative studies will be conducted concurrently and reported to KQED journalists quickly to inform reporting.<br/><br/>Texas Tech researchers will create a virus transmission and prevention knowledge assessment. This assessment will be validated using a national online survey. The project will examine knowledge differences based on, for example, generation and gender. TTU will examine relationships between performance on this assessment and two relevant measures: science curiosity and ordinary science intelligence. The national survey will help identify what knowledge gaps are present in which audiences. Using this information, KQED journalists will develop "explainers" and other news content, to meet audience needs and to fill knowledge gaps.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	102142.0	USD
1228	Asheley Landrum	Texas Tech University	None	2020-05-01	2021-04-30	RAPID: Collaborative Research: Influencing Young Adults? Science Engagement and Learning with COVID-19 Media Coverage	Education and Human Resources - This RAPID was submitted in response to the NSF Dear Colleague letter related to the COVID-19 pandemic. This award is made by the AISL program in the Division of Research on Learning, using funds from the Coronavirus Aid, Relief, and Economic Security (CARES) Act. The major public policy of social distancing relies, in part, on the cooperation of younger and healthier people who may not experience symptoms and can spread the virus unknowingly to more vulnerable populations. Science journalists, who are on the front lines of covering the pandemic, can play an important role in educating millennial audiences about the science behind the virus, how it is transmitted and effective ways to prevent the virus from spreading. This award will help the STEM field better understand how to engage millennial audiences with effective COVID-19 media content and to urgently capture professional knowledge on crisis reporting. KQED and Texas Tech University are suited to rapidly implement a science media informal science learning project targeting millennials and younger audiences in light of their current NSF-funded "Cracking the Code: Influencing Millennial Science Engagement" collaborative research and evaluation project (DRL 1810990 and 1811091). The project team has built a functional research protocol for its media practitioner and academic researcher collaboration, and will apply these new RAPID funds to complement on-going efforts, mobilize the existing team, research protocol, and research tools to respond to the communication challenge of reaching younger adults posed by COVID-19. Content to be created includes: 1) Radio broadcasts - daily news coverage, live talks; 2) A real-time blog - live Coronavirus updates and 3) Social media content on Facebook, Instagram and Twitter.<br/><br/>The project team will explore the following research questions:<br/>1) How could COVID-19 coverage be designed to best inform, engage and educate millennials and younger audiences about the science of virus transmission and prevention?<br/>2) What are some best practices for crisis reporting, as journalists respond to both constantly updated information and changing audience needs, that can be used by media outlets (such as advisors PBS Digital Studios, PBS NewsHour, NOVA, NPR Science, and more)? <br/><br/>The research protocol centers around "media testing cycles," which are time-bounded studies (5 months long) exploring a subset of research questions about the effectiveness of KQED's science content (articles, videos, social media posts and radio reporting) at reaching younger audiences. Steps include identifying problems that are suited for empirical examination; formulating plausible competing hypotheses on the nature of those problems and their potential solutions; and crafting study designs calculated to support valid, realistic inferences on the relative strength of those hypotheses. Data will be gathered from COVID-19 audience "chatter" from Twitter and Facebook through Crimson Hexagon, a social media listening platform. In addition to the social media listening, researchers will conduct a thematic analysis of the questions currently being collected through the audience engagement platform Hearken, where KQED has gathered nearly 2,000 questions to date about the virus and lifestyle changes. This data will also help the project team understand knowledge gaps about prevention and transmission of the virus. These two qualitative studies will be conducted concurrently and reported to KQED journalists quickly to inform reporting.<br/><br/>Texas Tech researchers will create a virus transmission and prevention knowledge assessment. This assessment will be validated using a national online survey. The project will examine knowledge differences based on, for example, generation and gender. TTU will examine relationships between performance on this assessment and two relevant measures: science curiosity and ordinary science intelligence. The national survey will help identify what knowledge gaps are present in which audiences. Using this information, KQED journalists will develop "explainers" and other news content, to meet audience needs and to fill knowledge gaps.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	91928.0	USD
1229	Felicia Jefferson	Fort Valley State University	None	2020-05-01	2021-04-30	RAPID: Effects of the Move to Online Teaching on the Rural HBCU Community due to the Coronavirus (COVID-19) Pandemic	Education and Human Resources - The Historically Black Colleges and Universities - Undergraduate Program (HBCU-UP) supports RAPID projects when there is a severe urgency with regard to availability of, or access to, data, facilities or specialized equipment, including quick-response research on natural or anthropogenic disasters and similar unanticipated events, such as the COVID-19 pandemic. The project at Fort Valley State University seeks to investigate the adaptability and educational outcomes of rural HBCU students, many of whom are members of underserved populations, and faculty who are asked to adopt online course delivery as a result of the COVID-19 pandemic. The effects on student retention and learning, and on faculty turnover will be studied. <br/><br/>The long-term goal of this project is to study the best mechanism of suddenly introducing rural, underserved, and underrepresented populations to online instruction leading to successful academic outcomes. Many students and faculty from rural HBCUs face unique challenges, including the availability of consistent internet access, the availability of tools for online teaching, and readiness for an online teaching environment. The project investigates the impacts of prompt or forced online lecture and laboratory courses on undergraduate chemistry and biology majors. Using Qualtrics, multivariate analysis, and constructivism theory as the theoretical framework, the impacts of adaptability and educational outcomes of rural HBCU students and faculty will be examined. In addition, the project will study the relationship among the instructors who have no knowledge, little knowledge and good knowledge in teaching online courses using multivariate analysis. Pre and post questionnaires will compare the effects of sudden online learning and teaching among the three groups of faculty and students. The project will also provide assistance to faculty for best practices for online teaching, particularly for laboratory courses.<br/><br/>This award reflects NSF's statutory mission and has been deemed worthy of support through evaluation using the Foundation's intellectual merit and broader impacts review criteria.	National Science Foundation	Research Grant	154923.0	USD
