10	Prof. Amos TANAY	WEIZMANN INSTITUTE OF SCIENCE	None	2012-12-01	2017-12-01	Evolutionary mechanisms of epigenomic and chromosomal aberrations in cancer	Our working hypothesis is that tumorigenesis is an evolutionary process that fundamentally couples few major driving events (point mutations, rearrangements) with a complex flux of minor aberrations, many of which are epigenetic. We believe that these minor events are critical factors in the emergence of the cancer phenotype, and that understanding them is essential to the characterization of the disease. In particular, we hypothesize that a quantitative and principled evolutionary model for carcinogenesis is imperative for understanding the heterogeneity within tumor cell populations and predicting the effects of cancer therapies. We will therefore develop an interdisciplinary scheme that combines theoretical models of cancer evolution with in vitro evolutionary experiments and new methods for assaying the population heterogeneity of epigenomic organization. By developing techniques to interrogate DNA methylation and its interaction with other key epigenetic marks at the single-cell level, we will allow quantitative theoretical predictions to be scrutinized and refined. By combining models describing epigenetic aberrations with direct measurements of chromatin organization using Hi-C and 4C-seq, we shall revisit fundamental questions on the causative nature of epigenetic changes during carcinogenesis. Ultimately, we will apply both theoretical and experimental methodologies to assay and characterize the evolutionary histories of tumor cell populations from multiple mouse models and clinical patient samples.	European Research Council	Starting Grant	1499998.0	EUR
11	Giuseppe Testa	Istituto Europeo Di Oncologia (Ieo)	None	2013-10-01	2016-09-29	Functional dissection of the epigenetic basis of glioma recurrence	In this proposal we build on the key results obtained through our previous AICR funding on the role of histone H3 lysine 27 trimetylation (H3K27me3) in gliomagenesis with a murine model that recapitulates the hallmark features of human malignant gliomas, including glioblastoma multiforme (GBM). Specifically, we uncovered a narrow window of epigenetic sensitivity in gliomagenesis, during which tumor development is dependent on the role of Ezh2, the main enzyme responsible for H3K27 trimethylation within Polycomb Repressive Complex 2 (PRC2). Following the establishment of bona-fide glioma initiating cells (GICs), we found in fact that the Polycomb axis becomes dispensable for tumor self-renewal, an unexpected result that invites a revision of the current model of Polycomb action in tumorigenesis and affords the opportunity to characterize the establishment and maintenance of cancer stem cell compartments in terms of functionally relevant epigenetic changes. Our objective is thus to dissect the epigenetic basis of glioma recurrence, using the regulatory networks we are uncovering in our epigenetically modulated murine models to interrogate a uniquely rare cohort of human GBM samples, in which we can analyse for the first time in the same patient the progression of epigenetic changes during GBM recurrence. As surgery at GBM relapse is exceedingly rare, this cohort of well-established samples represent a unique opportunity to relate disease progression to epigenetic changes. Setting itself apart from the wealth of largely descriptive studies however, our approach interrogates the transcriptomic and epigenomic deregulation of human glioma recurrence through an innovative combination of experimental and computational approaches that is based on the reverse engineering of gene networks emerging from our functional validation of disease stages upon epigenetic modulation.	Worldwide Cancer Research	Project Grant	136500.0	GBP
12	Professor Diana Kuh	University College London	None	2013-08-01	2019-03-31	Life course determinants of physical capability and musculoskeletal ageing	Maintaining physical capability (the capacity to undertake the physical activities of daily living) and musculoskeletal function for the maximal period of time as we grow older are important aspects of healthy ageing, enabling people to be active and independent for longer. Low levels or accelerated loss of capability or musculoskeletal function pose threats to independence and quality of life, are major causes of frailty, disability and death, and impact greatly on health care spending. The ultimate purpose of this programme is to provide evidence to inform the likely timing, intensity and type of future interventions to promote healthy ageing or delay functional decline. This programme takes a life course approach, investigating biological and social factors from early life that influence later life physical capability and musculoskeletal ageing in population cohorts, in particular in the MRC National Survey of Health and Development (NSHD), a birth cohort study with information on health and life circumstances from 0-65 years. Studies in NSHD and other cohorts have provided evidence that childhood socioeconomic conditions, physical growth and maturation, and motor and cognitive development affect objective measures of midlife capability, such as grip strength, standing balance and chair rise performance, in addition to the cumulative effects of adult health behaviours and socioeconomic conditions. In the next five years, this programme will capture the change in physical capability and progression to disability and frailty during the transition from midlife to old age in NSHD; and will investigate the lifetime factors (from societal to underlying biology) that drive these changes, and their consequences, for everyday life. Of particular interest for improving human health are the factors that promote the maintenance of maximal functioning, or modify the consequences of functional decline for everyday activities and social integration. Using new data recently collected or planned, this programme also aims to understand better how factors across life affect bone, muscle and joints in later life and their clinical correlates, osteoporosis and fracture risk, sarcopenia and osteoarthritis. With specialist collaborators we also aim to elucidate underlying biological mechanisms, capitalising on new genomic, epigenomic and metabolomic data in NSHD. This programme addresses the MRC strategic research priority for 2009-14 to improve the chances of living a long and healthy life by driving forward interdisciplinary research addressing health and wellbeing from childhood to older age.	Medical Research Council	Unit	None	None
13	Professor Nishi Chaturvedi	University College London	None	2013-08-01	2019-03-31	Enhancing the MRC National Survey of Health and Development as an interdisciplinary life course study of ageing	The MRC National Survey of Health and Development (NSHD) is the oldest of the British birth cohorts, and is unique in having data from birth to age 66 years on the health and social circumstances of a representative sample (N=5,362) of those born in England, Wales and Scotland in March 1946 (www.nshd.mrc.ac.uk). Enhancing NSHD is the core programme of the MRC Unit for Lifelong Health and Ageing, and combines a research and a resource function. The resource function is to curate, enrich and share the NSHD resource, on which all Unit programmes and research collaborations depend. In the last five years, we have completed the 23rd follow-up, a pioneering clinic data collection, with a high response rate, developed data sharing policies and web-based data sharing tools, raised the international and national profile of the study through the NSHD 65th birthday events, and enhanced NSHD through new biomarker and genetic data. A critical mass of biomedical and social scientists undertakes collaborative projects; since 2007, NSHD data has been shared with 211 scientists from 49 research institutions. The research function is to foster integrative research across the Unit programmes and with external collaborators, and to build capacity in life course epidemiology and ageing research. Ongoing studies include: the lifetime determinants of kidney function, thyroid function, and healthy ageing; the long-term health effects of exposure to air pollution; dietary studies; and genetic studies. Much of this work involves comparative research across cohorts. For example, LHA leads the Healthy Ageing across the Life Course (HALCyon) research programme which brings an interdisciplinary group of researchers to study life course determinants of three aspects of healthy ageing across nine UK cohort studies: physical and cognitive capability, social and psychological wellbeing and underlying biology, including aspects of physiology and genetics. More details can be found on www.halcyon.ac.uk. The two main research themes for NSHD in the next five years are: (1) healthy ageing and the management of health and health care needs as the cohort grows older, and how these are influenced by earlier life experiences; and (2) the biology of ageing, linking epidemiology and mechanistic science in this cohort study. The latter includes planned metabolomic and epigenomic projects, and a new research collaboration on the ageing lung. We also plan to extend HALCyon cross cohort research activities, data harmonisation and data sharing through our role in the new ESRC/MRC Cohort Resource Facility and through international collaborations.	Medical Research Council	Unit	None	None
14	Professor Diana Kuh	University College London	None	2013-08-01	2019-03-31	Enhancing the MRC National Survey of Health and Development as an interdisciplinary life course study of ageing	The MRC National Survey of Health and Development (NSHD) is the oldest of the British birth cohorts, and is unique in having data from birth to age 66 years on the health and social circumstances of a representative sample (N=5,362) of those born in England, Wales and Scotland in March 1946 (www.nshd.mrc.ac.uk). Enhancing NSHD is the core programme of the MRC Unit for Lifelong Health and Ageing, and combines a research and a resource function. The resource function is to curate, enrich and share the NSHD resource, on which all Unit programmes and research collaborations depend. In the last five years, we have completed the 23rd follow-up, a pioneering clinic data collection, with a high response rate, developed data sharing policies and web-based data sharing tools, raised the international and national profile of the study through the NSHD 65th birthday events, and enhanced NSHD through new biomarker and genetic data. A critical mass of biomedical and social scientists undertakes collaborative projects; since 2007, NSHD data has been shared with 211 scientists from 49 research institutions. The research function is to foster integrative research across the Unit programmes and with external collaborators, and to build capacity in life course epidemiology and ageing research. Ongoing studies include: the lifetime determinants of kidney function, thyroid function, and healthy ageing; the long-term health effects of exposure to air pollution; dietary studies; and genetic studies. Much of this work involves comparative research across cohorts. For example, LHA leads the Healthy Ageing across the Life Course (HALCyon) research programme which brings an interdisciplinary group of researchers to study life course determinants of three aspects of healthy ageing across nine UK cohort studies: physical and cognitive capability, social and psychological wellbeing and underlying biology, including aspects of physiology and genetics. More details can be found on www.halcyon.ac.uk. The two main research themes for NSHD in the next five years are: (1) healthy ageing and the management of health and health care needs as the cohort grows older, and how these are influenced by earlier life experiences; and (2) the biology of ageing, linking epidemiology and mechanistic science in this cohort study. The latter includes planned metabolomic and epigenomic projects, and a new research collaboration on the ageing lung. We also plan to extend HALCyon cross cohort research activities, data harmonisation and data sharing through our role in the new ESRC/MRC Cohort Resource Facility and through international collaborations.	Medical Research Council	Unit	None	None
15	Professor Tom Gaunt	UNIVERSITY OF BRISTOL	None	2013-06-01	2018-03-31	Data mining and bioinformatics cross-cutting theme	A core feature of the Unit will be the generation, storage and analysis of large volumes of epidemiological and “omics” (genomic, epigenomic, metabolomic and metagenomic) data from a range of cohort studies. The Data Mining and Bioinformatics theme will be responsible for the development of novel tools and strategies to access, integrate, merge, visualise and analyse the multi-dimensional datasets within and across the various studies involved in the Unit Programmes. In particular the application of data mining and machine learning algorithms will allow hypothesis-free approaches to data interrogation (Programme 1), which can be followed by hypothesis testing in the other Programmes. Bioinformatics will also underpin the genetic, epigenetic and omics association studies that will be undertaken in all of the Programmes. Objectives and plans: Integration of diverse data types, including large-scale “omics” datasets: integration of very high-dimensional omics data to facilitate data mining and specific hypothesis-based analyses. Filtering and annotation of omics association results: integration of internally generated data with public data from projects such as ENCODE, the NIH roadmap epigenomics project and others to prioritise and filter results. Developing approaches for combining variables in omics data: collapsing and dimensionality-reduction approaches will be developed and applied to reduce the computational burden of association analysis between high-dimensional omics datasets. Development of methods for hypothesis-free mining of complex data: using allele-score based approaches to de novo identification of potential causal relationships across a wide range of phenotypes/outcomes. Training in bioinformatics and data-mining: specific training will be developed to build in-house skills in bioinformatics and data mining methodology in the context of high-dimensional data. This theme will further develop the existing core expertise in bioinformatics and data mining to enable Unit researchers to work effectively with the data generated by the Unit and collaborators. The new methods developed will be of broad applicability in the field of molecular epidemiology, and the Unit will train a new cadre of researchers with essential skills in medical bioinformatics.	Medical Research Council	Unit	None	None
16	Professor Caroline Relton	UNIVERSITY OF BRISTOL	None	2013-06-01	2018-03-31	Epigenetic Epidemiology	Scientific abstract Background: To maximally exploit the rapid pace of change, including the accrual of large-scale data, in the field of epigenetic epidemiology, we will develop innovative methods for the robust scientific interrogation of population-based epigenetic data and apply them to research questions of scientific and medical importance, structured around four domains: Aim 1: We will explore the genetic architecture of epigenetic traits and use this information to understand the role that DNA methylation variation plays in health and disease. Aim 2: We will develop and make readily accessible the causal analysis methods and tools and apply Mendelian randomization (MR) to epigenetic questions. Aim 3: We will use DNA methylation as an index of past exposures to improve our prediction of disease risk and prognosis. Aim 4: From neurodevelopment to cancer, there are a multitude of settings in which we can apply epigenetic epidemiology to understand disease mechanisms and predict disease. Methods: We will utilize multiple data sources; from in-house studies, via collaborations and consortia, and through publicly accessible repositories. Our primary focus will be on the analysis of DNA methylation, as this continues to be the most readily available source of epigenetic data in population-based studies. However, we will integrate these data with newly generated and publicly available epigenomic and transcriptomic data, tissue-specific data and histone modification data. A wide range of methods will be applied. These include mQTL analysis, functional annotation and machine learning approaches, such as penalized regression, support vector machines, and neural networks. We will test for mediation using MR and apply our prediction methods in disease relevant datasets. Translation: The output arising from this programme will be used to develop biomarkers of disease risk and disease prognosis. It will also shed light on the genetic architecture of DNA methylation and the causal role this molecular phenotype plays in development and disease, which will in turn inform future interventions.	Medical Research Council	Unit	None	None
17	Professor Peter Andrews	University of Sheffield	Biomedical Science	2013-10-01	2014-03-31	Pluripotent Stem Cell Platform -Capital Investment	The Pluripotent Stem Cell Platform (PSCP) will build upon and integrate emerging PSC technologies with advanced cell manufacturing technology to establish optimised processes for consistent, scalable, production of PSC and their derivatives that meet the requirements of clinicians, regulatory authorities and industry for cell therapy applications. In this way PSCP will establish a leading position in the field of stem cell product development for clinical trials and its potential for industrialisation. PSCP will concentrate in-house activities on PSC and derivative tissue stem cell intermediates. However, the field in general will also benefit from tackling key knowledge gaps including: (i) establishment of standardised systems for generation of robust genetically stable human PSC populations suitable for therapeutic translation, (ii) development of genetic modification tools that bypass the risk of insertional mutagenesis and are subject to science based risk assessment, (iii) development of effective, reliable and reproducible differentiation protocols yielding functional, clinically compliant tissue-specific donor cells, (iv) quality control systems suitable for consistent manufacturing of stem cells and differentiated progeny suitable for use in human applications. The PSCP programme will address these issues through the following workpackages: i) Methods for iPSC production for clinical applications; ii) Development of a GMP-ready PSC expansion platform; iii) Assessment of the genomic and epigenomic integrity; iv) Development of protocols for production of neural progenitors; v) Development of protocols for production of endoderm lineages; vi) Product and process evaluation - integration of biology with process engineering and manufacture; vii) Safety qualification of PSC for clinical application.; viii) Process development for viable and cost-effective GMP of exemplars,notably dopaminergic and otic neurons; ix) Reproducibility and comparability.	Medical Research Council	Research Grant	3090296.0	GBP
18	Professor Eric So	King's College London	None	2014-02-01	2019-01-31	Characterization of origin-specific leukaemic stem cells	Although significant progress has been made in the recent years in isolating cancer stem cells (CSC) from patient samples, very little is known about the molecular pathways responsible for the development of CSC. In acute myeloid leukemia (AML) where leukemic stem cells (LSC) are frequently initiated by chimeric transcription factors (CTF) such as MLL/HOX fusions, we and others have revealed that master transcriptional regulator, Bmi1, and the canonical Wnt/ß-catenin signalling pathway, which dictate the cellular identity and lineage specificity, play critical roles for development of LSC. Genetic ablation of Bmi1 compromises self-renewal property of LSC induced by Meis1/Hoxa9 and AML1-ETO but not MLL fusion, whereas inactivation of ß-catenin suppresses MLL-LSC. While these studies provide important clues for molecular pathways potentially critical for LSC, it becomes clear that the cellular origin of LSC also plays an equally important role in determining the disease biology. AML stem cells derived from hematopoietic stem cells (HSC) or committed early myeloid progenitors (e.g., CMP, GMP) carrying same initiating events can result in phenotypically identical disease, however, emerging evidence indicate that these origin-specific LSC can exhibit very different biological properties and potential therapeutic responses including the ß-catenin inhibition, revealing a contrasting biological difference of these phenotypically and genetically identical diseases driven by different origin-specific LSC. Thus the proposed program aims to address this issue and dissect the underlying molecular pathways critical for their functions by performing comprehensive molecular and functional analyses on the origin-specific LSC from both the mouse models and their counterparts in the corresponding human diseases. Specifically, we will 1) define and characterize the functions of the major molecular pathways mediated by Bmi1 and ß-catenin in origin-specific LSC derived from mouse models that closely mimic the human diseases; 2) determine the molecular signature and downstream targets and pathways critical for these origin-specific LSC by global epigenomic/transcriptomic analyses followed by RNAi screens; and 3) translate the findings from mouse models into human diseases by characterizing the corresponding origin-specific LSC from human cord blood transformation models and primary MLL patient samples. In addition, we will also explore and establish the potential therapeutic values of targeting origin-specific human LSC with relevant small molecule inhibitors being developed for the clinics. Together, this program not only will provide unique insights and the novel conceptual advance into the biology of LSC, but also can facilitate the development of more effective cancer therapeutics that can be directly translated into patient's benefit.	Cancer Research UK	New Programme Award	None	None
19	Giuseppe Testa	Istituto Europeo Di Oncologia Srl	None	2014-09-01	2019-09-01	Modeling Disease through Cell Reprogramming: a Translational Approach to the Pathogenesis of Syndromes Caused by Symmetrical Gene Dosage Imbalances	The fundamental limitation in our ability to dissect human diseases is the scarce availability of human tissues at relevant disease stages, which is particularly salient for neural disorders. Somatic cell reprogramming is overcoming this limitation through the derivation of patient-specific induced pluripotent stem cells (iPSC) that can be differentiated into disease-relevant cell-types. Despite these tantalizing possibilities, there are critical issues to be addressed in order to secure iPSC-modeling as a robust platform for the interrogation of disease aetiology and the development of new therapies. These concern the taming of human genetic variation, the identification of differentiation stages in which to uncover and validate phenotypes, and finally their translational into drug discovery assays. This project confronts these challenges focusing on the paradigmatic case of two rare but uniquely informative disorders caused by symmetric gene dosage imbalances at 7q11.23: Williams Beuren Syndrome and the subset of autism spectrum disorders associated to 7q11.23 microduplication. The hallmark of WBS is a unique behavioral-cognitive profile characterized by hypersociability and intellectual disability in the face of comparatively well-preserved language abilities. Hence, the striking symmetry in genotype and phenotype between WBS and 7dupASD points to the 7q11.23 cluster as a surprisingly small subset of dosage-sensitive genes affecting social behaviour and cognition. We build on a large panel of iPSC lines that we already reprogrammed from a unique cohort of WBS and 7dupASD patients and whose characterization points to specific derangements at the level of transcriptional/epigenetic control, protein synthesis and synaptic dysfunction. Through the integration of transcriptomic and epigenomic profiling with targeted mass spectrometry and gene network prediction we propose an innovative drug discovery pipeline for the identification of new therapeutic leads.	European Research Council	Consolidator Grant	1997804.0	EUR
